,MJD,DM,DMError,Flux,FluxError,Width,PeakFrequency,PeakFrequencyError,BandWidth,BandWidthError,Fluence,FluenceError,Energy,RM,RMErrorLeft,RMErrorRight,Linear,LinearError,Circular,CircularError
498,59884.58233,219.75,0.32,24.3,0.3,3.37,966.3,129.4,336.3,174.9,0.082,0.001,5.92,-20.1,5.1,4.5,96.2,11.2,9,8.1
499,59884.58255,220.02,0.1,46.7,0.6,6.12,1014,2.5,87.3,4.7,0.286,0.004,20.62,3.1,2.1,2.1,98.5,3.1,2.4,2.2
500,59884.5826,220.14,0.14,31,0.4,4.34,1006.7,7.2,100.5,11.7,0.134,0.002,9.7,-11.7,5,4.7,75.5,5.8,-6.5,4.7
501,59884.58267,218.52,0.67,25.6,0.3,1.26,1028.6,7,62.3,17.4,0.032,0,2.33,23.5,13.2,13.2,130,19.3,-14.9,11.9
502,59884.5831,220.94,0.08,56.2,0.7,6.39,1026.2,9.2,185.1,17.2,0.359,0.004,25.92,2.7,1,1,97.4,3,-9.7,2.2
503,59884.58342,219.54,0.46,30.5,0.4,1.31,1090.3,17.4,191.1,51,0.04,0,2.88,0.1,7.8,8.6,63.4,14,-12.4,12
504,59884.58418,219.66,0.12,267.9,3.3,6.98,1026.4,2.2,137.5,4.3,1.87,0.023,134.92,0.5,0.4,0.4,99.2,0.6,0.3,0.4
505,59884.58456,222.31,4.23,43.6,0.5,4.56,1604.8,89.8,366.8,89.1,0.199,0.002,14.36,6.5,2.8,2.9,96.4,3.2,0.6,2.3
506,59884.58456,220.14,0.14,40.9,0.5,4.75,909.6,71.2,332.6,71.5,0.194,0.002,14.03,-2.9,2.2,2.1,104,4.4,-10.9,3.1
507,59884.58461,220.53,0.33,24.4,0.3,1.42,998.2,37.4,118.8,51,0.035,0,2.5,-13.5,16.2,13,81,15.8,-46.5,13.5
508,59884.58497,221.64,0.3,153.8,1.9,4.69,1142.3,5.6,277.6,22.8,0.721,0.009,52.04,-0.1,0.4,0.4,98.4,1.8,-14.6,1.3
509,59884.58571,221.8,0.58,35.3,0.4,1.69,1072.9,12.3,160.1,34.9,0.06,0.001,4.31,4.1,6.3,6.3,71.7,11.3,11,9.2
510,59884.58664,223.11,0.75,307.3,3.8,10.67,1394,7.7,323.2,28.5,3.278,0.041,236.49,-4.3,0.2,0.2,97.3,0.4,-5.2,0.3
511,59884.58717,222.92,0.72,45.1,0.6,8.46,1275.7,8.6,427.9,181,0.382,0.005,27.57,-1.9,1,1,94.2,3.8,13.6,2.8
512,59884.58741,220.27,0.24,29.7,0.4,2.7,990.6,52.7,214.7,72.7,0.08,0.001,5.77,0.3,5.6,7,78.8,8.3,4.2,6.5
513,59884.58775,221,0.25,69.2,0.9,8.79,1204.7,38.5,1146.1,38963.1,0.608,0.008,43.83,-0.1,0.5,0.4,105.7,2.4,-1.4,1.7
514,59884.58775,220.3,0.21,35.2,0.4,5.86,1016.1,9.1,128.7,16.3,0.206,0.003,14.87,3.7,3.8,3.8,101.6,6.2,10.5,4.4
515,59884.58775,220.9,0.19,40.7,0.5,4.74,1012.6,4.2,98.2,7.3,0.193,0.002,13.94,-2.9,3.2,3.1,106.3,5.5,-7.4,3.8
516,59884.58784,220.29,0.17,80.4,1,8.99,1019.8,6,183.9,10.9,0.723,0.009,52.14,-0.9,0.6,0.6,99.7,1.6,-8,1.1
517,59884.58827,221.79,0.28,164.4,2.1,3.77,1173.2,2.6,203.5,9.1,0.62,0.008,44.76,2.5,0.4,0.5,97.5,1.5,6.9,1.1
518,59884.58885,220.13,3.02,32.6,0.4,2.41,1077.9,12.5,181.9,35.1,0.079,0.001,5.67,6.5,5.4,6.3,82.8,12.2,-6.1,9.4
519,59884.58924,225.34,0.18,140,1.8,9.94,1290.3,10.6,234.3,48.7,1.392,0.018,100.41,0.9,0.3,0.3,96.4,0.8,14.6,0.6
520,59884.58968,225.37,0.34,112.2,1.4,7.12,1134.1,4.9,311.6,21.1,0.798,0.01,57.6,-0.7,0.3,0.3,103.4,1.1,-9.1,0.8
521,59884.58999,223.22,0.57,270.4,3.4,15.06,1299,9.8,736.9,641.3,4.073,0.051,293.83,-1.3,0.1,0.1,99,0.4,3.1,0.3
522,59884.59014,220.63,0.19,32.8,0.4,3.24,1019.6,7.4,98.5,14.4,0.106,0.001,7.67,-1.9,6.9,7.3,72.7,8.1,-16.2,6.6
523,59884.59014,220.69,0.26,46.9,0.6,11.09,1077.2,16.6,354.7,51.5,0.52,0.007,37.54,5.9,0.9,1,84,2.7,-45.3,2.3
524,59884.59043,220.09,0.17,43.1,0.5,5.81,1004.9,4.7,103.5,7.2,0.25,0.003,18.06,4.7,3,3.2,96,4.2,-2.3,3.1
525,59884.5905,224.65,2.67,124.6,1.6,8.51,1274.3,6.7,464.3,179.5,1.06,0.013,76.5,-2.5,0.3,0.3,99.7,1.1,2,0.8
526,59884.59096,220.17,0.12,53.4,0.7,5.01,1027.4,7.8,187.6,15.3,0.268,0.003,19.3,-0.9,1.3,1.3,96.8,3.8,17.4,2.8
527,59884.59123,220.59,0.12,134.6,1.7,5.66,1065.7,3.7,204.4,9.7,0.762,0.01,54.98,-0.9,0.4,0.4,94.9,1.1,14.4,0.8
528,59884.59133,219.92,0.3,96.8,1.2,17.01,1227.4,5.6,552.2,255.9,1.646,0.021,118.74,-0.7,0.3,0.3,98,1,11.2,0.7
529,59884.5916,225.21,0.25,354.2,4.5,9.95,1396.7,4.8,250.7,15.3,3.523,0.045,254.17,-1.1,0.1,0.1,95.2,0.3,4,0.2
530,59884.59278,221.41,3.7,43.7,0.6,7.14,1303,7.5,242.6,34,0.312,0.004,22.52,1.7,1.2,1.3,95.8,3.4,-10.1,2.5
531,59884.59287,219.3,0.41,29.3,0.4,2.58,1036.9,15.3,120,35.7,0.076,0.001,5.45,-17.9,11.8,9.2,78.5,16.3,-17,13
532,59884.59311,221.03,0.26,26.7,0.3,4.25,1029.5,3.5,63.4,9.2,0.114,0.001,8.21,-2.5,9.1,8.8,90.7,9.3,15.8,7
533,59884.59311,220.62,0.16,129.4,1.6,9.59,1122.2,2.5,199.3,8,1.241,0.016,89.49,-1.7,0.3,0.3,99.8,1.2,9.6,0.9
534,59884.59392,221.87,0.28,92.4,1.2,7.29,1163,7.1,417.2,62.2,0.674,0.009,48.64,0.7,0.4,0.4,100.8,1.5,-16.8,1
535,59884.59443,220.91,0.26,240.8,3.1,10.01,1080.4,3.9,271.7,11.2,2.41,0.031,173.85,-1.9,0.2,0.2,99,0.6,7.8,0.5
536,59884.5952,223.04,0.94,42.1,0.5,4.31,1150.6,6.5,192.6,20.7,0.182,0.002,13.1,-3.5,1.3,1.1,94.4,4.2,8.5,3
537,59884.5952,221.03,0.23,46,0.6,6.55,1019.4,12.5,190,21.9,0.301,0.004,21.72,-3.3,1.9,1.9,100.9,5.6,4.4,4
538,59884.59545,220.39,0.24,32.8,0.4,4.22,1123.7,4.9,117.9,13.2,0.138,0.002,9.98,-6.1,2.1,1.9,103.9,6.8,6.7,4.8
539,59884.59545,219.96,0.2,35,0.4,3.92,1006.6,11.2,126,17.8,0.137,0.002,9.9,3.1,4.9,5.3,94.1,6.8,-5,5
540,59884.59593,219.98,0.16,41.9,0.5,4.55,1013.7,4.5,108.2,8.1,0.191,0.002,13.76,-0.7,4.4,4.2,97.5,5.7,-8.1,4.1
541,59884.59651,221.15,0.15,222.1,2.8,13.11,1099.1,4,308.4,13.6,2.912,0.037,210.1,-0.9,0.2,0.2,100.4,0.5,4.4,0.4
542,59884.59687,220.72,0.18,138.3,1.8,7.3,1039.7,5.9,230.9,12.4,1.009,0.013,72.79,-0.7,0.5,0.5,99.3,1.5,-7,1.1
543,59884.59687,220.24,0.19,27.1,0.3,2.07,1033.2,5.8,44.6,14.9,0.056,0.001,4.04,-9.3,14,13.7,73.8,14.1,6.7,11.4
544,59886.58446,219.29,0.46,25.6,0.3,2.74,1106,13.3,210.1,41.5,0.07,0.001,5.07,-8.5,8.3,8.4,84.9,18.4,34.4,14.8
545,59886.58449,220.66,0.1,282.1,3.6,6.21,1076.1,3,257.9,8.4,1.751,0.022,126.32,1.5,0.1,0.1,101.2,0.5,-14.8,0.3
546,59886.58471,219.88,0.09,57.4,0.7,6.17,1022.1,6.8,172,12.4,0.354,0.004,25.56,0.1,0.8,0.8,98.5,2.1,5.4,1.5
547,59886.58575,220.66,0.26,17.9,0.2,2.55,1004.3,13.6,87.9,19.5,0.046,0.001,3.3,-17.9,11.6,11.3,101.6,16.3,-11.4,11.5
548,59886.58596,220.07,0.24,34,0.4,5.26,1079.6,6.4,224.6,18.3,0.179,0.002,12.9,-3.7,1.2,1.1,97.2,3.9,4.4,2.8
549,59886.58702,220.33,0.17,31.5,0.4,2.45,1007.1,12.7,143.1,19.7,0.077,0.001,5.57,-5.1,4.4,4.3,121.5,9.5,1.5,6.1
550,59886.58758,219.78,0.13,74,0.9,5.77,1021.9,3.9,142.6,7.1,0.427,0.005,30.77,3.5,0.8,0.8,101.3,2,6.2,1.4
551,59886.5879,220.17,0.14,33.1,0.4,3.31,983.3,17.1,152.7,20.1,0.11,0.001,7.9,-10.7,3.4,3.1,115.2,6.5,-23.5,4.4
552,59886.58816,221.88,0.39,133.1,1.7,7.47,1169.8,7.5,613,176.1,0.995,0.013,71.77,1.3,0.2,0.2,101,0.7,-3.1,0.5
553,59886.58829,220.68,3.75,27,0.3,4.69,1234.7,8,720.5,856.1,0.127,0.002,9.15,-0.9,1.4,1.4,86.9,5.2,25.2,4
554,59886.58848,220.23,2.04,19.3,0.2,0.68,1415.6,12.3,146.7,35.1,0.013,0,0.95,-55.3,35.1,32.9,166.8,39.6,33.9,21.5
555,59886.58849,221.84,0.58,29.5,0.4,4.61,1188.7,8.1,329.1,56,0.136,0.002,9.81,8.5,1.2,1.4,94.5,4.4,2.3,3.2
556,59886.58873,219.09,0.3,17.4,0.2,1.98,1007.8,7,58,11.7,0.035,0,2.49,-32.7,13.6,14,107.9,18,-12.4,12.4
557,59886.58938,222.14,0.62,20.3,0.3,2.66,1327,8.3,183.4,26.6,0.054,0.001,3.89,4.5,2.9,3.1,90.6,8,28.6,6.2
558,59886.5898,220.86,0.34,21.8,0.3,2,1038.2,6.2,104,15.6,0.044,0.001,3.15,-3.3,8.1,7.7,113.5,13.7,-27,9.4
559,59886.59089,220.08,0.22,60,0.8,14.76,1039.5,8.5,238.7,17.9,0.886,0.011,63.88,-4.1,0.3,0.3,98.4,1.3,13.7,0.9
560,59886.5911,220.52,0.14,45.2,0.6,4.09,1046.1,7.4,206.2,16.8,0.185,0.002,13.34,-4.5,1,0.9,99.8,3.2,22.3,2.3
561,59886.59131,220.99,0.54,19.5,0.2,0.84,1056.6,11.9,76.6,31.7,0.016,0,1.17,79.5,22.5,35.5,48.1,18.4,-13.1,16.7
562,59886.59171,219.54,0.08,67.6,0.9,7.64,997.4,11.9,223.3,17.6,0.516,0.007,37.25,-1.7,0.6,0.6,98,1.8,0.2,1.3
563,59886.59181,219.81,0.19,27.2,0.3,2.35,997.4,13.5,116,18.5,0.064,0.001,4.63,-9.5,4.9,4.9,91.9,7.7,-5.7,5.7
564,59886.59192,224.37,0.26,55.1,0.7,5.2,1285,5.8,337.5,55.8,0.287,0.004,20.68,-0.1,0.7,0.8,100,2.2,7,1.6
565,59886.59323,221.08,0.27,53.3,0.7,5.41,1121.6,3.8,214.3,12.3,0.288,0.004,20.79,3.9,0.6,0.7,105.1,2.6,-8.4,1.8
566,59886.5933,220.13,0.17,27.8,0.4,4.68,959.2,27.1,147.5,25.3,0.13,0.002,9.4,-5.1,3.3,3.3,91,5.2,6.9,3.8
567,59886.59525,220.46,0.07,901.6,11.7,9.53,1093.6,4.6,384.8,30.7,8.596,0.112,620.12,-0.1,0,0,99.8,0.1,-1.1,0.1
568,59886.59546,221.36,0.29,61.1,0.8,6.12,1122.8,3.9,223.7,12.9,0.374,0.005,26.96,0.3,0.5,0.5,99.7,1.8,1.3,1.3
569,59886.59612,220.1,0.15,48.4,0.5,5.01,1004,3.8,98.9,5.8,0.242,0.002,17.47,-0.9,2.3,2.3,100.9,3,-1.2,2.1
570,59886.59623,220.1,0.07,74.6,0.7,6.51,1028.4,3.8,158.1,7.6,0.485,0.005,34.99,1.5,0.6,0.6,93.8,1.4,34.5,1.1
571,59886.59692,221.75,0.45,172,1.7,4.44,1045,2.1,165.6,5,0.763,0.008,55.06,-1.7,0.3,0.3,102.1,0.9,-5.7,0.6
572,59886.59754,220.45,0.14,27.6,0.3,4.26,1041.4,5.1,138.1,12.2,0.118,0.001,8.49,-10.7,2.7,2.6,101.7,5.3,0.4,3.7
573,59886.59817,220.02,0.16,21.2,0.2,2.11,1027.8,12,40.1,31.4,0.045,0,3.23,-6.7,7,6.8,104.4,10.4,-5.3,7.2
574,59886.59818,219.58,0.18,79.7,0.8,11.41,1008,7.5,200.7,12,0.909,0.009,65.57,-3.3,0.3,0.4,97.3,1,26.3,0.8
575,59886.59843,220.75,0.13,332,3.4,3.07,1071.4,2.5,201,7,1.018,0.01,73.42,-1.9,0.3,0.2,99.5,0.7,-9.8,0.5
576,59886.59851,219.97,0.1,57.1,0.6,4.3,1027.7,3.4,122.8,7.2,0.245,0.003,17.71,-1.5,1.3,1.2,102.3,2.8,-7.6,1.9
577,59886.60009,220.62,0.16,40.1,0.4,3.57,1024.2,10.5,197.3,19.3,0.143,0.001,10.32,-1.1,1.3,1.3,96.4,3.8,-3.6,2.8
578,59886.60152,219.75,0.17,31,0.3,4.11,996.6,9.7,118.1,13.3,0.127,0.001,9.2,-4.3,3.7,3.4,95.5,5.7,1.8,4.1
579,59886.60162,220.17,0.11,47.1,0.5,4.69,1041.8,3.7,139.5,8.8,0.221,0.002,15.93,0.9,1.2,1.3,78.1,3,21.1,2.4
580,59886.60168,220.6,0.38,32.4,0.3,1.64,1224,9.2,214.2,39.5,0.053,0.001,3.84,6.1,3.2,3.8,102.1,10.1,-3.1,7.1
581,59886.60202,222.16,1.69,37.8,0.4,2.49,1433.9,14.7,257.2,37.7,0.094,0.001,6.79,3.1,3.1,3.7,91.1,6,1.9,4.4
582,59887.56682,221.02,4.35,196.1,2.4,6.73,1441.1,8,300.2,19.6,1.319,0.016,95.16,-1.1,0.4,0.4,98,0.7,-10.9,0.5
583,59887.56709,218.35,0.06,306.8,3.8,19.59,995.5,10,311.1,15.8,6.01,0.074,433.55,-0.3,0.1,0.1,98.4,0.4,8.8,0.2
584,59887.56805,218.61,0.29,41.2,0.5,6.49,1026.7,4.7,116.5,10.1,0.267,0.003,19.28,6.9,3.6,3.8,92.4,7.4,-1.1,5.4
585,59887.56958,219.74,0.1,53.4,0.7,3.75,1023,4,110.9,8.1,0.2,0.002,14.45,-2.7,2.4,2.3,96.6,4,12.8,2.9
586,59887.56958,220.5,0.2,27.6,0.3,5.53,993.2,61.3,247.1,87.1,0.153,0.002,11.02,-3.1,3.1,2.9,111.6,8.6,17.4,5.8
587,59887.56985,220.27,0.14,33.4,0.4,3.76,1020.8,3,74.4,6.3,0.126,0.002,9.07,-15.7,4.7,4.5,93.6,6.4,-1.1,4.7
588,59887.57019,219.94,0.12,32.7,0.4,5.04,1004.4,3.9,74.6,5.7,0.165,0.002,11.88,2.1,3.9,4.1,104.1,5.6,-1.2,3.9
589,59887.57096,220.98,1.62,23.2,0.3,2.17,1174,19.1,234.2,72.1,0.05,0.001,3.64,16.1,12.4,11.4,72.1,14.6,5.9,11.9
590,59887.57124,220.15,0.18,30.5,0.4,4.2,1022.2,3.9,88,8.2,0.128,0.002,9.24,9.1,5.9,6.1,103.8,8.3,-19.4,5.9
591,59887.57282,220.45,0.22,39,0.5,3.17,1057.3,8.8,175.2,21.8,0.124,0.002,8.93,3.5,3,3.2,84.3,7.1,4.7,5.4
592,59887.57305,221.31,0.11,518,6.4,9.54,1081.6,6,393,21.3,4.94,0.061,356.38,0.3,0.1,0.1,100.3,0.2,3.5,0.2
593,59887.57314,220.02,0.14,27.3,0.3,4.53,1026.3,4.7,104.5,10.4,0.123,0.002,8.91,-2.5,4.5,4.4,88.5,7,1.6,5.2
594,59887.5735,220.88,0.09,581.5,7.2,9.12,1091.6,4.5,368,16.6,5.301,0.066,382.43,0.3,0.1,0.1,99.6,0.2,4.3,0.2
595,59887.57356,219.07,0.24,35,0.4,3.38,1023.6,9.2,150.1,17.3,0.118,0.001,8.53,1.1,3.1,2.8,112.8,7.8,-5.9,5.2
596,59887.5737,225.41,0.6,265.9,3.3,7.02,1109.7,4.9,303.5,17.7,1.867,0.023,134.68,-0.1,0.2,0.2,99.2,0.6,-8.5,0.4
597,59887.57575,219.27,5.9,42.7,0.5,5.14,1013.9,9.9,57.1,21.2,0.219,0.003,15.83,5.9,3,2.9,98.4,4.8,3.9,3.4
598,59887.57575,218.91,0.08,226.1,2.8,19.27,1059.6,8.6,320.9,21.8,4.357,0.054,314.34,1.3,0.1,0.2,99.4,0.5,5.7,0.4
599,59887.57575,218.3,0.05,773.5,9.6,3.82,999.2,9.8,224.2,14.1,2.954,0.037,213.11,-0.9,0.2,0.2,97.6,0.6,1.1,0.4
600,59887.57579,219.57,0.17,31.5,0.4,1.22,1040.5,6.4,105.1,16.9,0.039,0,2.78,-15.1,10.7,10.2,97.2,12.3,-8,8.8
601,59887.57591,219.77,0.21,32,0.4,1.57,1004.2,9.5,86.1,14.9,0.05,0.001,3.61,11.3,11.6,11.1,85.4,11.2,11.2,8.6
602,59887.57602,223.21,1.28,40.5,0.5,3.41,1418.6,10.5,232.8,30.1,0.138,0.002,9.96,-0.9,4.5,4.6,101.6,7.5,14.9,5.3
603,59887.57647,220.16,0.13,92,1.1,4.92,1008.8,4.1,118.5,6.5,0.452,0.006,32.64,-2.1,1.7,1.6,104,2.8,-15,2
604,59887.57669,219.37,0.16,46.9,0.6,6.35,987.1,9.9,101.8,10.7,0.298,0.004,21.5,-6.1,2.5,2.5,99,3.8,7.1,2.7
605,59887.57725,221.23,4.47,129.2,1.6,8.2,1468.7,7.9,164.1,16.5,1.059,0.013,76.41,1.7,0.4,0.4,96,0.8,3.7,0.6
606,59887.57725,221.87,1.59,1031,12.9,11.93,1189,6.4,496.1,121.8,12.301,0.153,887.38,-2.3,0,0,98.5,0.1,14,0.1
607,59887.57756,219.11,4.55,25.7,0.3,2.69,1431.1,13.8,230,36.5,0.069,0.001,4.98,7.3,4.8,5,103.8,9.2,-0.8,6.4
608,59887.57878,220.31,0.14,34.9,0.4,3.86,1034.1,3.1,95.5,7.6,0.135,0.002,9.71,0.9,3.9,4.1,92.3,6.8,11.7,5
609,59887.57924,222.47,0.45,92.1,1.2,6.85,1330.3,4.9,243.1,19.4,0.631,0.008,45.49,-3.3,0.7,0.7,97.2,1.8,10.5,1.3
610,59887.58005,222.28,0.11,153.3,1.9,8.17,1089.8,4.4,240.8,13.2,1.254,0.016,90.43,0.1,0.2,0.2,102.1,0.8,-5,0.6
611,59887.58105,219.77,0.16,185.7,2.3,9.62,1053.9,6.9,284.8,16.1,1.786,0.022,128.81,1.3,0.2,0.2,100.1,0.8,-15.5,0.5
612,59887.58119,221.04,0.39,28.3,0.4,2.35,1067.7,9.1,125.2,25.2,0.067,0.001,4.81,14.7,6.9,5.7,98.9,20.7,11.7,14.8
613,59887.58164,220.42,0.19,37.4,0.5,3.52,943.3,41.2,107.4,26.1,0.132,0.002,9.51,-8.3,6.1,6.2,94.9,7.1,1.2,5.2
614,59887.58186,219.58,0.08,472.1,5.9,6.7,937.5,21.7,335.2,24.5,3.161,0.04,228.02,0.9,0.2,0.2,99.6,0.5,0.6,0.3
615,59887.58243,219.51,0.2,30.5,0.4,2.24,1029.9,9.9,123.3,21.5,0.068,0.001,4.93,2.7,9.2,9.6,77.1,11.6,9.6,9.2
616,59887.58298,222.61,2,25.7,0.3,1.34,1354.1,24,103.5,65.9,0.034,0,2.48,40.1,9,11.6,88.4,15,12.9,11.3
617,59887.58323,220.73,0.19,26.3,0.3,2.41,1017.5,5.8,84.2,10.7,0.063,0.001,4.56,-10.1,8.3,8.6,86.2,9.7,5.6,7.4
618,59887.58346,220.37,0.1,196.3,2.5,6.21,1024,4.8,206.1,8.9,1.219,0.015,87.95,1.5,0.3,0.3,101.1,0.9,-9.8,0.6
619,59887.5842,220.08,0.25,31.1,0.4,0.96,1004.1,13.7,78,21,0.03,0,2.14,18.1,16,18.2,81,15.2,9,11.9
620,59887.58448,219.94,0.11,113.2,1.4,5.52,1008.1,6,189,9.7,0.625,0.008,45.11,-0.3,0.8,0.8,100.5,2,1.3,1.4
621,59887.58477,224.22,0.44,32,0.4,5.01,1139.2,23.7,151.7,76.2,0.16,0.002,11.55,6.1,4,3.7,101.7,11.2,5.1,7.9
622,59887.58491,220.55,0.1,126.7,1.6,3.89,1268.7,12.6,459.3,226,0.493,0.006,35.53,2.5,0.4,0.5,98,2.1,3.4,1.5
623,59887.58508,221.24,0.24,36.7,0.5,2.71,1012.3,5.1,85,9.6,0.1,0.001,7.18,0.7,7.2,7.5,84.8,8.1,-6.9,6.2
624,59888.50278,220.08,0.28,121,1.6,7.27,1430.5,9.1,268.3,23.8,0.879,0.011,63.43,0.7,0.6,0.6,97.3,1.1,-0.1,0.8
625,59888.50291,219.67,0.32,33.2,0.4,2.56,1052.9,16.8,201.5,39.1,0.085,0.001,6.13,17.1,4.1,4.2,91.8,12.2,-10.6,9
626,59888.50302,220.92,0.27,26.2,0.3,1.6,939.1,160.3,178.5,140.5,0.042,0.001,3.03,4.9,16.8,16.9,71.3,14.2,-16.5,11.8
627,59888.50302,219.62,0.08,63.5,0.8,3.93,1017.7,3,105.2,5.5,0.25,0.003,18.03,6.5,1.9,2.2,100.3,3.4,-1.7,2.4
628,59888.50311,219.58,0.36,26.2,0.3,2.73,1026.7,2.4,50.9,6,0.071,0.001,5.15,-9.3,11.8,12.5,71.2,13.5,-3.6,11
629,59888.50405,219.03,0.13,119.4,1.5,4.84,1019.9,3.9,154.9,7.1,0.577,0.007,41.65,-0.9,0.8,0.8,97.9,1.7,2.3,1.2
630,59888.50419,219.53,0.12,92,1.2,7.02,1006.9,4,139.4,6.3,0.646,0.008,46.57,1.5,0.9,0.9,97.8,1.6,15.5,1.1
631,59888.50439,221.31,1.98,34.3,0.4,5.76,1456.1,24.1,324.5,54.5,0.198,0.003,14.27,13.3,1.8,2.3,81.6,3.5,-6.1,2.7
632,59888.50439,220.78,0.08,415.8,5.3,13.84,1066.5,4,342.1,10.9,5.755,0.074,415.16,0.3,0.1,0.1,99,0.3,-14.8,0.2
633,59888.50468,224.51,0.07,250,3.2,5.57,1420.9,42.4,907.6,678.8,1.392,0.018,100.45,-2.9,0.2,0.2,91.2,0.6,35.2,0.5
634,59888.50487,220.79,4.66,38.1,0.5,3.79,1540.6,66.7,283.9,80.6,0.144,0.002,10.41,0.7,3.3,3.1,82.7,4.1,-23.8,3.2
635,59888.50487,220.04,0.12,54.7,0.7,4.52,1011.7,3.4,99.5,6.1,0.247,0.003,17.84,-0.5,2.7,2.6,95.4,3.9,-4.6,2.8
636,59888.50517,220.11,0.08,163.9,2.1,5.45,1022.5,3.6,169,6.5,0.893,0.011,64.42,4.1,0.5,0.5,85.3,1.1,-41.7,0.9
637,59888.50518,220.35,0.09,493.7,6.3,2.16,1059.3,2.9,190.9,7.2,1.066,0.014,76.87,-3.3,0.4,0.4,98,0.9,16.1,0.7
638,59888.50532,224.34,0.24,219.6,2.8,10.84,1227,5.1,580.2,263.7,2.38,0.03,171.67,-6.1,0.1,0.1,84.4,0.4,46,0.3
639,59888.5058,222.06,1.14,518.9,6.6,7.69,1205.7,2.4,413.6,34.8,3.991,0.051,287.94,0.1,0.1,0.1,100,0.2,-7.1,0.2
640,59888.50695,221.03,0.21,340.8,4.3,4.49,1110,3.2,275.3,10.9,1.529,0.019,110.33,-2.1,0.2,0.2,97.4,0.6,23.5,0.5
641,59888.50807,223.78,0.18,88.9,1.1,5.26,1280.9,4.6,248,25.4,0.468,0.006,33.74,0.9,0.7,0.6,100.9,2.2,-6.7,1.5
642,59888.50848,219.32,3.89,24.3,0.3,1.23,1105,15.4,148.6,44.5,0.03,0,2.16,-3.9,8.5,4.8,53.6,15.4,-11.6,13.6
643,59888.50968,220.16,0.11,115.5,1.5,3.51,1048.6,4.9,189.9,11.3,0.406,0.005,29.28,-0.5,0.6,0.6,98.4,2,12.5,1.4
644,59888.5098,219.63,0.13,425.5,5.4,12.14,1047.6,3.6,274.6,7.9,5.165,0.065,372.61,-0.1,0.1,0.1,99.7,0.3,-10.1,0.2
645,59888.51034,219.74,0.12,121,1.5,4.69,1007,4.5,116.2,6.5,0.567,0.007,40.91,-0.5,1.3,1.3,97.9,1.7,-12.9,1.2
646,59888.51078,220.49,0.25,31.6,0.4,1.73,950.5,79.9,178,75.8,0.055,0.001,3.95,-2.1,9,8.7,108.3,16.6,-11.6,11.3
647,59888.51105,219.79,0.11,46.3,0.6,4.36,1017.5,5.7,121.7,10.7,0.202,0.003,14.56,-6.7,2.4,2.3,89.2,4.2,34.5,3.3
648,59888.51196,221.27,4.37,29.1,0.4,1.29,1105.2,14.8,132.9,43.4,0.038,0,2.72,4.9,5.6,5.9,98.6,12.9,6,9.2
649,59888.51196,218.56,2.1,68.1,0.9,4.42,1106.7,6.7,147.6,19.5,0.301,0.004,21.73,-0.9,1,1,100.1,2.8,15.7,2
650,59888.51196,219.62,0.08,380.3,4.8,7.51,1030.5,3.7,214.4,6.9,2.857,0.036,206.12,0.1,0.2,0.2,100.4,0.4,3.2,0.3
651,59888.5125,220.04,1.72,24.6,0.3,2.92,1460.9,15.5,159.4,33.8,0.072,0.001,5.17,-14.3,8,8.3,92.1,9.2,11.7,6.8
652,59888.51257,220.28,0.09,193,2.4,8.67,1050.8,3.1,212.7,7.2,1.673,0.021,120.72,1.3,0.2,0.2,98.6,0.6,0.5,0.4
653,59888.51287,223.36,0.46,32.1,0.4,1.51,1103.8,41.4,261.6,135.4,0.048,0.001,3.49,22.3,8.1,12.9,69.6,15.5,-29.9,13.3
654,59888.5133,219.88,0.3,27.3,0.3,2.38,1130.5,10.3,186.4,32,0.065,0.001,4.67,6.9,3.3,4.1,89.3,12.9,-7.1,9.7
655,59888.5133,221.84,0.8,30.8,0.4,2.2,1122,8.5,153.6,24.5,0.068,0.001,4.89,6.1,4.7,5,85.4,13.6,2.6,10.3
656,59888.51354,221.38,0.47,28.1,0.4,1.17,1042.3,16,81.6,42.7,0.033,0,2.37,-24.1,16.4,21,79.9,17.9,22.3,14.3
657,59888.51384,220.72,5.12,23.2,0.3,1.27,1324.4,14.8,109.7,41.9,0.03,0,2.13,-24.9,16.8,12.8,92.2,20.4,-18.7,15.3
658,59888.51455,221.08,0.16,866.2,10.8,7.69,1089.6,2.8,266.2,8.3,6.658,0.083,480.33,-0.7,0.1,0.1,98.4,0.2,-16.5,0.1
659,59888.51459,219.87,0.11,766.4,9.6,6.8,969.9,16.6,379.2,24,5.212,0.065,375.99,-2.1,0.1,0.1,98.8,0.3,-7.1,0.2
660,59888.51503,219.84,0.11,50.1,0.6,5.68,1016.7,3.8,122.5,7,0.285,0.004,20.54,1.7,2,1.9,86.8,3.5,28.3,2.8
661,59888.51519,220.39,0.13,103.4,1.3,7.2,1049.9,4.4,208.5,10.2,0.745,0.009,53.72,0.1,0.5,0.5,96,1.5,13.2,1.1
662,59888.51528,224.38,0.32,201.7,2.5,10.24,1197.3,2.8,342.8,23.3,2.066,0.026,149.03,-1.1,0.1,0.1,100.2,0.5,3.7,0.3
663,59888.51544,222.85,0.79,52.4,0.7,4.06,1019.8,10.1,176.6,18.2,0.212,0.003,15.33,5.1,1.6,1.6,84.6,3.5,6.5,2.7
